"item";"location";"games";"location_general"
"Protein";"2F, from Sailor Huey after defeating him in a rematch (third rematch onlyC)";"C|HG|SS";"Glitter Lighthouse"
"Hyper Potion";"3F, in the crack west of Sailor Kent (hidden)";"HG|SS";"Glitter Lighthouse"
"Rare Candy";"3F, northwest corner of outside ledge";"HG|SS";"Glitter Lighthouse"
"Ether";"3F, east of Sailor Kent";"HG|SS";"Glitter Lighthouse"
"TM87 (Swagger)";"4F, west of Lass Connie";"HG|SS";"Glitter Lighthouse"
"Super Repel";"5F, north of Sailor Roberto";"HG|SS";"Glitter Lighthouse"
"Super Potion";"Light Room, east side";"HG|SS";"Glitter Lighthouse"
"Bicycle";"From the Bike Shop owner";"G|S|C|HG|SS";"Goldenrod City"
"SquirtBottle";"From the Flower Shop lady after earning the Plain Badge";"G|S|HG|SS";"Goldenrod City"
"Super Potion";"Northwest of the lamppost south of the Bike Shop (hidden)";"HG|SS";"Goldenrod City"
"Gracidea";"From the Flower Shop lady if the player has a fateful encounter Shaymin in their party";"HG|SS";"Goldenrod City"
"Ultra Ball";"Basement; eastern side";"G|S|C|HG|SS";"Goldenrod Department Store"
"Ether";"Basement; southern side";"G|S|C|HG|SS";"Goldenrod Department Store"
"Burn Heal";"Basement; northern side";"G|S|C|HG|SS";"Goldenrod Department Store"
"Amulet Coin";"Basement; accessible via the Goldenrod Tunnel Warehouse";"G|S|C|HG|SS";"Goldenrod Department Store"
"Antidote";"Basement; small box, south of the elevator (hidden)";"HG|SS";"Goldenrod Department Store"
"Super Potion";"Basement; large brown box on the right, southwest of the elevator (hidden)";"HG|SS";"Goldenrod Department Store"
"Parlyz Heal";"Basement; westernmost large brown box (hidden)";"HG|SS";"Goldenrod Department Store"
"TM27 (Return)";"5F; from a woman behind the counter if the player's lead Pokémon has high enough friendshipSu";"G|S|C|HG|SS";"Goldenrod Department Store"
"TM21 (Frustration)";"5F; from a woman behind the counter if the player's lead Pokémon has low enough friendshipSu";"G|S|C|HG|SS";"Goldenrod Department Store"
"Macho Brace";"5F; held by Muscle, a Machop the player receives in a trade";"HG|SS";"Goldenrod Department Store"
"TM78 (Captivate)";"Next to the potted plant west of the entrance (Japanese version only)";"HG|SS";"Goldenrod Game Corner"
"Coin Case";"From Mr. Game after agreeing to play Voltorb Flip (Korean and Western versions only)";"HG|SS";"Goldenrod Game Corner"
"Radio Card";"1F, prize for clearing the quiz";"G|S|C|HG|SS";"Goldenrod Radio Tower"
"Blue Card";"2F, from Buena";"C|HG|SS";"Goldenrod Radio Tower"
"TM11 (Sunny Day)";"3F, from a woman after defeating Team Rocket";"G|S|C|HG|SS";"Goldenrod Radio Tower"
"Ultra Ball";"4F, near Proton (requires Card Key)";"HG|SS";"Goldenrod Radio Tower"
"BrightPowder";"4F, from Mary after defeating Team Rocket";"HG|SS";"Goldenrod Radio Tower"
"Basement Key";"5F, from Petrel after defeating him";"G|S|C|HG|SS";"Goldenrod Radio Tower"
"Rainbow Wing";"From the Director after defeating Team Rocket";"G|HG";"Goldenrod Radio Tower"
"Silver Wing";"From the Director after defeating Team Rocket";"S|SS";"Goldenrod Radio Tower"
"Ultra Ball";"Pokémon ID matched last digit";"HG|SS";"Goldenrod Radio Tower"
"PP Up";"Pokémon ID matched last two digits";"G|S|C|HG|SS";"Goldenrod Radio Tower"
"Exp. Share";"Pokémon ID matched last three digits";"G|S|C|HG|SS";"Goldenrod Radio Tower"
"Max Revive";"Pokémon ID matched last four digits";"HG|SS";"Goldenrod Radio Tower"
"Master Ball";"Pokémon ID matched perfectly";"G|S|C|HG|SS";"Goldenrod Radio Tower"
"Fashion Case";"Entrance (either); from Lyra/Ethan upon entering for the first time";"HG|SS";"Goldenrod Tunnel"
"Full Heal";"B2F; northeastern part";"G|S|C|HG|SS";"Goldenrod Tunnel"
"Smoke Ball";"B2F; southwestern corner of the door maze (reached by activating/deactivating switches in order 1-3-2-1-3)";"G|S|C|HG|SS";"Goldenrod Tunnel"
"Coin Case";"B2F; south part (Japanese versions only)";"HG|SS";"Goldenrod Tunnel"
"Ultra Ball";"Warehouse; west part";"C|HG|SS";"Goldenrod Tunnel"
"Max Ether";"Warehouse; southeastern corner";"G|S|C|HG|SS";"Goldenrod Tunnel"
"Max Potion";"Warehouse; in the middle of the mostly empty hallway (hidden)";"HG|SS";"Goldenrod Tunnel"
"Revive";"Warehouse; in the center of four boxes that are in a C-shape (hidden)";"HG|SS";"Goldenrod Tunnel"
"TM82 (Sleep Talk)";"Warehouse; next to the Radio Director";"HG|SS";"Goldenrod Tunnel"
"Card Key";"Warehouse; from the Radio Director";"G|S|C|HG|SS";"Goldenrod Tunnel"
"HM07 (Waterfall)";"1F, on the other side of the third patch of ice";"G|S|C|HG|SS";"Ice Path"
"Ice Heal";"1F, northeast of the man who dropped HM07 in center ice block (hidden)";"HG|SS";"Ice Path"
"Iron";"B1F, bottom";"G|S|C|HG|SS";"Ice Path"
"Revive";"B1F, exactly two steps to the right of the Iron (hidden)";"HG|SS";"Ice Path"
"Protein";"1F, north of the last ladder";"C|HG|SS";"Ice Path"
"PP Up";"1F, bottom";"G|S|C|HG|SS";"Ice Path"
"Max Potion";"B2F, northwest corner on the ice of the left portion";"G|S|C|HG|SS";"Ice Path"
"Max Potion";"1F, in the southwest rock on the second, largest patch of ice (hidden)";"HG|SS";"Ice Path"
"Full Heal";"B2F, center of the left portion";"G|S|C|HG|SS";"Ice Path"
"Carbos";"B2F, in southeast corner of the left portion (hidden)";"G|S|C|HG|SS";"Ice Path"
"NeverMeltIce";"B3F, bottom left (on the other side of the breakable rock)";"G|S|C|HG|SS";"Ice Path"
"TM72 (Avalanche)";"B2F, right side, southeast corner";"HG|SS";"Ice Path"
"Revive";"Southeast corner of the forest";"G|S|C|HG|SS";"Ilex Forest"
"HM01 (Cut)";"Gift from the charcoal maker after the player has returned his Farfetch'd";"G|S|C|HG|SS";"Ilex Forest"
"Tiny Mushroom";"In the flower patch near the sticks at the northeast corner of the southern area (hidden)";"HG|SS";"Ilex Forest"
"Antidote";"One tile south and one tile east of the southwestern corner of the pond (hidden)";"HG|SS";"Ilex Forest"
"X Attack";"At the end of the narrow path east of the Trainer Tips sign (obscured by trees)";"C|HG|SS";"Ilex Forest"
"Antidote";"At the tip of the eastern edge of the pond, between the pond and the trees (obscured by trees)";"HG|SS";"Ilex Forest"
"Repel";"In the flower patch in the indent east of the pond (hidden)";"HG|SS";"Ilex Forest"
"Super Potion";"In the indent on the left side, north of the Move Tutor (hidden)";"G|S|HG|SS";"Ilex Forest"
"Tiny Mushroom";"West of the easternmost flower patches on the one-way path to the Move Tutor (hidden)";"HG|SS";"Ilex Forest"
"Ether";"Northeast area of the forest";"C|HG|SS";"Ilex Forest"
"Tiny Mushroom";"One tile east of the flowers right below the second northernmost isolated tree (hidden)";"HG|SS";"Ilex Forest"
"Full Heal";"Northwest of the second northernmost isolated tree (hidden)";"HG|SS";"Ilex Forest"
"Ether";"West of the northernmost isolated tree (hidden)";"HG|SS";"Ilex Forest"
"Big Mushroom";"At the empty patch west of the pond (requires Surf) (hidden)";"HG|SS";"Ilex Forest"
"Zap Plate";"Held by Spiky-eared Pichu";"HG|SS";"Ilex Forest"
"Rare Candy";"Next to the northwest Poké Ball statue outside the building (hidden)";"HG|SS";"Indigo Plateau"
"Safari Ball";"From the receptionist in the entrance building, to be used in the Safari Game; cannot be kept";"HG|SS";"Johto Safari Zone"
"TM57 (Charge Beam)";"From the Power Plant manager once the Machine Part is recovered";"HG|SS";"Kanto Power Plant"
"Metal Coat";"Held by Maggie, a Magneton the player receives in a trade";"C|HG|SS";"Kanto Power Plant"
"Full Restore";"At the eastern end between the two ledges, southwest of the lake (hidden)";"HG|SS";"Lake of Rage"
"Red Flute";"On the patch of land west of the lake, accessible when the lake is flooded (requires Surf)";"HG|SS";"Lake of Rage"
"Black Belt";"From Wesley in the northwestern corner, accessible when the lake is not flooded (requires CutGSC)We";"G|S|C|HG|SS";"Lake of Rage"
"Downcast Ribbon";"From Wesley in the northwestern corner after meeting all the week siblings, accessible when the lake is not floodedWe";"HG|SS";"Lake of Rage"
"Max Revive";"At the end of the middle path, west of the lake, accessible when the lake is not flooded (requires Cut)We";"HG|SS";"Lake of Rage"
"TM43 (Secret Power)";"On the patch of land north of the lake, accessible when the lake is flooded (requires Surf)";"HG|SS";"Lake of Rage"
"TM10 (Hidden Power)";"From the man in the northwestern house, accessible when the lake is flooded (requires Cut)";"HG|SS";"Lake of Rage"
"Full Restore";"At the end of the northeastern path, accessible west of the lake when it is not flooded (requires Cut)We";"HG|SS";"Lake of Rage"
"Ether";"From the Fishing Guru for showing him a larger Magikarp than the one listed (initially 41.9 inches)";"G|S|HG|SS";"Lake of Rage"
"Red Scale";"Automatically obtained after battling the Red Gyarados (requires Surf)";"G|S|C|HG|SS";"Lake of Rage"
"Rare Candy";"In the gap between the trees south of the path, east of the lake (hidden)";"HG|SS";"Lake of Rage"
"Choice Specs";"On the patch of land northeast of the lake, accessible when the lake is flooded (requires Surf)";"HG|SS";"Lake of Rage"
"Max Potion";"On the patch of land northeast of the lake, accessible when the lake is flooded (requires Surf) (hidden)";"HG|SS";"Lake of Rage"
"Full Heal";"On the patch of land south of the lake, accessible when the lake is not flooded (requires Surf)We";"HG|SS";"Lake of Rage"
"Soft Sand";"From SantosSa";"HG|SS";"User:Lewtwo/NewLocation"
"Snooze Ribbon";"From Santos after meeting all the Week SiblingsSa";"HG|SS";"User:Lewtwo/NewLocation"
"Effort Ribbon";"From the house northeast of the Pokémon Center, if the player's lead Pokémon has 510 EVs";"HG|SS";"User:Lewtwo/NewLocation"
"Smoke Ball";"Held by Doris, a Dodrio the player can receive in a trade";"C|HG|SS";"User:Lewtwo/NewLocation"
"TM85 (Dream Eater)";"Received from the sleeping man in the southwestern part of the city (requires Cut or Surf)";"HG|SS";"User:Lewtwo/Viridian"
"Nugget";"Near the trees northeast of the Poké Mart (hidden)";"HG|SS";"User:Lewtwo/Viridian"
"Moomoo Milk";"Sold for 500 per bottle after healing Moomoo";"G|S|C|HG|SS";"Moomoo Farm"
"TM83 (Natural Gift)";"Given by woman after feeding seven Oran Berries to Moomoo";"HG|SS";"Moomoo Farm"
"TM60 (Drain Punch)";"South of Moomoo Farm";"HG|SS";"Moomoo Farm"
"Seal Case";"Given by the girl left of Moomoo, after healing Moomoo";"HG|SS";"Moomoo Farm"
"PP Up";"On left side of paddock (hidden)";"HG|SS";"Moomoo Farm"
"Nugget";"In the lower part of the paddock (hidden)";"HG|SS";"Moomoo Farm"
"Grn Apricorn";"From the Apricorn tree right of the farm (daily)";"HG|SS";"Moomoo Farm"
"X Attack";"In the lower right corner of the upper part of the paddock (hidden)";"HG|SS";"Moomoo Farm"
"Revive";"On a rock southeast of the northern ladder (hidden)";"HG|SS";"Mt. Moon"
"Moon Stone";"Dropped by a Clefairy near the pond west of the shopMoNight";"HG|SS";"Mt. Moon Square"
"Max Revive";"Between the trees to the east of the shop (hidden)";"HG|SS";"Mt. Moon Square"
"Hyper Potion";"West side, east of the entrance on a small rock (hidden)";"HG|SS";"Mt. Mortar"
"Ether";"West side, accessible from the southwestern ladder from 1F (back)";"G|S|C|HG|SS";"Mt. Mortar"
"Revive";"East side, accessible from the southeastern ladder from 1F (back)";"C|HG|SS";"Mt. Mortar"
"Revive";"East side, north of the upper exit to Route 42 (requires Rock Climb) (hidden)";"HG|SS";"Mt. Mortar"
"Max Repel";"Central area, in the crater just north of the movable boulder (requires Strength (hidden)";"HG|SS";"Mt. Mortar"
"Ultra Ball";"Central area, atop the western platform (requires Strength)";"HG|SS";"Mt. Mortar"
"Max Potion";"Central area, north of the central platform, just below the raised path (requires Strength)";"HG|SS";"Mt. Mortar"
"Escape Rope";"Central area, east of the central platform, at the southern end of the raised path (requires Strength)";"HG|SS";"Mt. Mortar"
"Nugget";"Central area, atop the northeastern platform (requires Strength)";"HG|SS";"Mt. Mortar"
"Ether";"Northern area, on a platform southeast of the ladder from 2F (requires Surf and Waterfall) (hidden)";"HG|SS";"Mt. Mortar"
"Iron";"Northern area, on a platform south of the ladder from 2F (requires Surf and Waterfall)";"C|HG|SS";"Mt. Mortar"
"Iron Ball";"Northern area, on the southeastern platform (requires Surf and Waterfall)";"HG|SS";"Mt. Mortar"
"Max Revive";"Northern area, on the platform west of the ladder to B1F (requires Surf and Waterfall)";"HG|SS";"Mt. Mortar"
"Ultra Ball";"On a rock on the raised path in the west (requires Rock Climb) (hidden)";"HG|SS";"Mt. Mortar"
"Protector";"North of the western entrance (requires Rock Climb)";"HG|SS";"Mt. Mortar"
"Rare Candy";"North of the western entrance, west of the Protector (requires Rock Climb) (hidden)";"HG|SS";"Mt. Mortar"
"Full Incense";"North of the southeastern ladder to 2F (requires Rock Climb)";"HG|SS";"Mt. Mortar"
"Nugget";"West of the southeastern ladder to 2F, at the southern end of the path (requires Rock Climb) (hidden)";"HG|SS";"Mt. Mortar"
"Rare Candy";"Southwest corner";"C|HG|SS";"Mt. Mortar"
"Max Potion";"Northeast of the entrance";"HG|SS";"Mt. Mortar"
"Hyper Potion";"Southeast, in a wall south of the Max Potion (hidden)";"HG|SS";"Mt. Mortar"
"Full Restore";"On a stalagmite north of a pond on the eastern edge of the room (hidden)";"HG|SS";"Mt. Mortar"
"HP Up";"On a large rock near the center, southeast of TM40 (hidden)";"HG|SS";"Mt. Mortar"
"TM40 (Aerial Ace)";"Northeast of Super Nerd Hugh";"HG|SS";"Mt. Mortar"
"Escape Rope";"Near northeast corner";"HG|SS";"Mt. Mortar"
"Full Heal";"On a stalagmite east of the ladder to 1F (back) (hidden)";"HG|SS";"Mt. Mortar"
"Dragon Scale";"East of the ladder to 1F (back)";"HG|SS";"Mt. Mortar"
"Elixir";"Southeast of the ladder to the 1F (back)";"HG|SS";"Mt. Mortar"
"Full Restore";"On the platform east of the ladder from 1F (entrance) (requires Surf)";"C|HG|SS";"Mt. Mortar"
"Max Ether";"On the patch of land northeast of the ladder from 1F (entrance) (requires Surf)";"C|HG|SS";"Mt. Mortar"
"Hyper Potion";"On the patch of land north of the ladder from 1F (entrance) (requires Surf)";"HG|SS";"Mt. Mortar"
"PP Up";"North of the ladder from 1F (entrance) (requires Surf)";"C|HG|SS";"Mt. Mortar"
"Ultra Ball";"West of the ladder from 1F (entrance) in the northern wall between the rocks (requires Surf) (hidden)";"HG|SS";"Mt. Mortar"
"Carbos";"On the patch of land across the water, west of the ladder from 1F (entrance) (requires Surf)";"C|HG|SS";"Mt. Mortar"
"Max Revive";"On a lone rock southGSC/eastHGSS of the ladder from 2F (requires Surf and Waterfall) (hidden)";"G|S|C|HG|SS";"Mt. Mortar"
"Reaper Cloth";"In the lower left corner (requires Surf)";"HG|SS";"Mt. Silver"
"Full Restore";"East of Pokémon Center (hidden)";"HG|SS";"Mt. Silver"
"Expert Belt";"Southern chamber, in the cave just north of the entrance to the main chamber (requires Surf and Waterfall)";"HG|SS";"Mt. Silver Cave"
"Ultra Ball";"Main chamber, on a rock between the two waterfalls (requires Surf, Waterfall, and Rock Climb) (hidden)";"HG|SS";"Mt. Silver Cave"
"Hyper Potion";"Northwestern chamber, at the north-west corner of the ledge above Moltres (requires Surf, Waterfall, and Rock Climb) (hidden)";"HG|SS";"Mt. Silver Cave"
"Ultra Ball";"Northwestern chamber, at the north-east corner of the ledge above Moltres (requires Surf, Waterfall, and Rock Climb) (hidden)";"HG|SS";"Mt. Silver Cave"
"Dire Hit";"Main chamber, on a rock northeast of the entrance (requires Rock Climb) (hidden)";"HG|SS";"Mt. Silver Cave"
"Full Restore";"Main chamber, in the northeast corner, accessed from the lower mountainside (requires Rock Climb)";"HG|SS";"Mt. Silver Cave"
"Revive";"Main chamber, on a rock right of the path to 2F (requires Rock Climb) (hidden)";"HG|SS";"Mt. Silver Cave"
"Escape Rope";"On the southern part of the lowest cliff";"HG|SS";"Mt. Silver Cave"
"TM76 (Stealth Rock)";"On the southern part of the highest cliff";"HG|SS";"Mt. Silver Cave"
"Max Elixir";"Second ledge north of the entrance from the main chamber";"HG|SS";"Mt. Silver Cave"
"Max Revive";"Third ledge north of the entrance from the main chamber";"HG|SS";"Mt. Silver Cave"
"Max Potion";"On the westernmost cliff (requires Rock Smash) (hidden)";"HG|SS";"Mt. Silver Cave"
"Calcium";"On the southernmost cliff (requires Rock Smash)";"HG|SS";"Mt. Silver Cave"
"Iron";"On a rock in the far north-east corner (requires Rock Smash) (hidden)";"HG|SS";"Mt. Silver Cave"
"Protein";"On the easternmost cliff";"HG|SS";"Mt. Silver Cave"
"Max Ether";"Found by smashing breakable rocks (25%)";"HG|SS";"Mt. Silver Cave"
"Revive";"Found by smashing breakable rocks (20%)";"HG|SS";"Mt. Silver Cave"
"Red Shard";"Found by smashing breakable rocks (10% each)";"HG|SS";"Mt. Silver Cave"
"Star Piece";"Found by smashing breakable rocks (5%)";"HG|SS";"Mt. Silver Cave"
"Max Ether";"On a rock just west of the northern exit (hidden)";"HG|SS";"Mt. Silver Cave"
"Pure Incense";"On the upper-east side of the mountain (requires Rock Climb)";"HG|SS";"Mt. Silver Cave"
"Rare Candy";"On a rock west of the Pure Incense (requires Rock Climb) (hidden)";"HG|SS";"Mt. Silver Cave"
"Hyper Potion";"East of the western cave entrance leading to the summit (requires Rock Climb) (hidden)";"HG|SS";"Mt. Silver Cave"
"Dawn Stone";"West of the western cave entrance leading to the summit (requires Rock Climb)";"HG|SS";"Mt. Silver Cave"
"Max Revive";"On a rock east of the exit to the summit (hidden)";"HG|SS";"Mt. Silver Cave"
"Legend Ribbon";"Given to all the Pokémon that participated in the battle against Red, after defeating him";"HG|SS";"Mt. Silver Cave"
"Quick Claw";"Gift from the woman with a Persian in the southeast";"G|S|C|HG|SS";"National Park"
"Soothe Bell";"Behind the fence, near the east gate";"HG|SS";"National Park"
"TM28 (Dig)";"Behind the fence, in the southwest";"G|S|C|HG|SS";"National Park"
"Full Heal";"Behind the fence, between the two flowers at the end of the path near the south gate (hidden)";"G|S|C|HG|SS";"National Park"
"Full Heal";"Two tiles north and two tiles east of the northeastern corner of the small fountain near the south gate (hidden)";"HG|SS";"National Park"
"Shiny Stone";"Behind the fence, on a cliff in the northeast (requires Rock Climb)";"HG|SS";"National Park"
"Nugget";"Sometimes given out by Pokéfan Beverly if the player has her number (number obtainable with Marill in their partyC)";"C|HG|SS";"National Park"
"Sport Ball";"From the Contest Helper in either gate, to be used in the Bug-Catching Contest, cannot be keptTuThSa";"G|S|C|HG|SS";"National Park"
"Potion";"Gift from Professor Elm's aide after getting a starter Pokémon (×5)";"HG|SS";"New Bark Town"
"Potion";"Where Silver was standing (hidden)";"HG|SS";"New Bark Town"
"Pokégear";"Given by Mom after getting a starter Pokémon";"HG|SS";"New Bark Town"
"Everstone";"Gift from Professor Elm if shown the Mystery Egg Togepi";"G|S|C|HG|SS";"New Bark Town"
"Master Ball";"Gift from Professor Elm after earning the eight Johto Badges";"G|S|C|HG|SS";"New Bark Town"
"S.S. Ticket";"Gift from Professor Elm after entering the Hall of Fame";"G|S|C|HG|SS";"New Bark Town"
